ENSG00000186092.6	OR4F5
ENSG00000266173.7	STRADA
ENSG00000136490.9	LIMD2
ENSG00000125695.12	AC046185.1
ENSG00000108588.14	CCDC47
ENSG00000198231.13	DDX42
ENSG00000108592.17	FTSJ3
ENSG00000087191.13	PSMC5
ENSG00000108604.15	SMARCD2
ENSG00000213218.10	CSH2
ENSG00000136487.18	GH2
ENSG00000136488.15	CSH1
ENSG00000204414.13	CSHL1
ENSG00000259384.7	GH1
ENSG00000285947.1	AC127029.3
ENSG00000007312.12	CD79B
ENSG00000007314.12	SCN4A
ENSG00000224383.7	PRR29
ENSG00000108622.11	ICAM2
ENSG00000178607.16	ERN1
ENSG00000136478.7	TEX2
ENSG00000261371.6	PECAM1
ENSG00000271605.6	MILR1
ENSG00000256525.7	POLG2
ENSG00000108654.14	DDX5
ENSG00000258890.7	CEP95
ENSG00000108854.16	SMURF2
ENSG00000176809.10	LRRC37A3
ENSG00000120063.10	GNA13
ENSG00000108370.17	RGS9
ENSG00000168646.13	AXIN2
ENSG00000266076.1	AC004805.1
ENSG00000154240.17	CEP112
ENSG00000091583.11	APOH
ENSG00000154229.12	PRKCA
ENSG00000075429.8	CACNG5
ENSG00000075461.6	CACNG4
ENSG00000108878.5	CACNG1
ENSG00000198265.12	HELZ
ENSG00000197170.10	PSMD12
ENSG00000154217.15	PITPNC1
ENSG00000130935.10	NOL11
ENSG00000171634.18	BPTF
ENSG00000186665.9	C17orf58
ENSG00000182481.9	KPNA2
ENSG00000196704.12	AMZ2
ENSG00000141337.12	ARSG
ENSG00000108932.12	SLC16A6
ENSG00000070540.13	WIPI1
ENSG00000108946.14	PRKAR1A
ENSG00000108950.12	FAM20A
ENSG00000141338.14	ABCA8
ENSG00000154258.17	ABCA9
ENSG00000154262.13	ABCA6
ENSG00000154263.17	ABCA10
ENSG00000154265.16	ABCA5
ENSG00000108984.15	MAP2K6
ENSG00000153822.13	KCNJ16
ENSG00000123700.4	KCNJ2
ENSG00000125398.8	SOX9
ENSG00000133195.11	SLC39A11
ENSG00000180616.9	SSTR2
ENSG00000166685.12	COG1
ENSG00000133193.12	FAM104A
ENSG00000141219.15	C17orf80
ENSG00000187959.9	CPSF4L
ENSG00000179604.10	CDC42EP4
ENSG00000069188.17	SDK2
ENSG00000172809.13	RPL38
ENSG00000141540.11	TTYH2
ENSG00000171595.14	DNAI2
ENSG00000196169.15	KIF19
ENSG00000204347.4	BTBD17
ENSG00000257008.6	GPR142
ENSG00000170412.17	GPRC5C
ENSG00000167851.14	CD300A
ENSG00000178789.9	CD300LB
ENSG00000167850.3	CD300C
ENSG00000204345.1	CD300LD
ENSG00000186407.7	CD300E
ENSG00000172794.20	RAB37
ENSG00000186074.19	CD300LF
ENSG00000109062.12	SLC9A3R1
ENSG00000109065.11	NAT9
ENSG00000109066.13	TMEM104
ENSG00000161509.14	GRIN2C
ENSG00000161513.12	FDXR
ENSG00000172782.11	AC087651.1
ENSG00000182040.9	USH1G
ENSG00000183034.12	OTOP2
ENSG00000182938.5	OTOP3
ENSG00000167861.16	HID1
ENSG00000109089.7	CDR2L
ENSG00000167862.10	MRPL58
ENSG00000180901.11	KCTD2
ENSG00000167863.12	ATP5PD
ENSG00000170190.16	SLC16A5
ENSG00000125449.7	ARMC7
ENSG00000125458.7	NT5C
ENSG00000189159.16	JPT1
ENSG00000188612.12	SUMO2
ENSG00000125450.11	NUP85
ENSG00000125447.17	GGA3
ENSG00000125445.11	MRPS7
ENSG00000125457.14	MIF4GD
ENSG00000125454.12	SLC25A19
ENSG00000177885.15	GRB2
ENSG00000177728.17	TMEM94
ENSG00000177303.10	CASKIN2
ENSG00000182173.13	TSEN54
ENSG00000073350.13	LLGL2
ENSG00000266714.9	MYO15B
ENSG00000108469.15	RECQL5
ENSG00000204323.5	SMIM5
ENSG00000259120.3	SMIM6
ENSG00000161526.15	SAP30BP
ENSG00000132470.14	ITGB4
ENSG00000108479.11	GALK1
ENSG00000132475.10	H3F3B
ENSG00000132478.10	UNK
ENSG00000092929.11	UNC13D
ENSG00000132471.12	WBP2
ENSG00000132481.7	AC087289.1
ENSG00000141569.12	TRIM65
ENSG00000204316.12	MRPL38
ENSG00000267426.5	AC087289.4
ENSG00000188878.19	FBF1
ENSG00000161533.12	ACOX1
ENSG00000261408.7	TEN1-CDK3
ENSG00000257949.7	TEN1
ENSG00000250506.7	CDK3
ENSG00000167880.7	EVPL
ENSG00000167881.15	SRP68
ENSG00000186919.12	ZACN
ENSG00000182687.4	GALR2
ENSG00000182473.22	EXOC7
ENSG00000129654.8	FOXJ1
ENSG00000141576.16	RNF157
ENSG00000185262.9	UBALD2
ENSG00000129646.14	QRICH2
ENSG00000161542.16	PRPSAP1
ENSG00000176170.13	SPHK1
ENSG00000175931.13	UBE2O
ENSG00000129673.9	AANAT
ENSG00000129667.12	RHBDF2
ENSG00000161544.10	CYGB
ENSG00000214140.11	PRCD
ENSG00000284526.1	AC015802.6
ENSG00000070731.10	ST6GALNAC2
ENSG00000070526.15	ST6GALNAC1
ENSG00000182534.13	MXRA7
ENSG00000070495.14	JMJD6
ENSG00000181038.13	METTL23
ENSG00000267168.1	AC005837.2
ENSG00000161547.16	SRSF2
ENSG00000092931.11	MFSD11
ENSG00000167889.12	MGAT5B
ENSG00000129657.16	SEC14L1
ENSG00000184640.18	SEPT9
ENSG00000078687.17	TNRC6C
ENSG00000141524.15	TMC6
ENSG00000167895.14	TMC8
ENSG00000187997.11	C17orf99
ENSG00000108639.7	SYNGR2
ENSG00000167900.12	TK1
ENSG00000183077.15	AFMID
ENSG00000089685.15	BIRC5
ENSG00000204278.12	TMEM235
ENSG00000184557.4	SOCS3
ENSG00000087157.19	PGS1
ENSG00000187775.16	DNAH17
ENSG00000108669.16	CYTH1
ENSG00000055483.19	AC022966.1
ENSG00000035862.12	TIMP2
ENSG00000178404.9	CEP295NL
ENSG00000108679.13	LGALS3BP
ENSG00000171302.17	CANT1
ENSG00000173918.15	C1QTNF1
ENSG00000167280.16	ENGASE
ENSG00000167281.19	RBFOX3
ENSG00000182156.10	ENPP7
ENSG00000173894.11	CBX2
ENSG00000141570.11	CBX8
ENSG00000141582.15	CBX4
ENSG00000167291.16	TBC1D16
ENSG00000141519.15	CCDC40
ENSG00000171298.13	GAA
ENSG00000141543.12	EIF4A3
ENSG00000141527.18	CARD14
ENSG00000181523.13	SGSH
ENSG00000181045.15	SLC26A11
ENSG00000173821.19	AC124319.1
ENSG00000173818.17	ENDOV
ENSG00000171246.6	NPTX1
ENSG00000141564.15	RPTOR
ENSG00000176108.9	CHMP6
ENSG00000175866.15	BAIAP2
ENSG00000181409.13	AATK
ENSG00000225180.7	PVALEF
ENSG00000141577.14	CEP131
ENSG00000167302.10	TEPSIN
ENSG00000224877.4	NDUFAF8
ENSG00000157637.13	SLC38A10
ENSG00000266074.8	BAHCC1
ENSG00000184009.12	ACTG1
ENSG00000186765.11	FSCN2
ENSG00000185504.17	FAAP100
ENSG00000182446.14	NPLOC4
ENSG00000182612.10	TSPAN10
ENSG00000185527.12	AC139530.1
ENSG00000204237.5	OXLD1
ENSG00000185298.13	CCDC137
ENSG00000214087.8	ARL16
ENSG00000185359.13	HGS
ENSG00000262814.8	MRPL12
ENSG00000262660.1	AC139530.3
ENSG00000183048.12	SLC25A10
ENSG00000215644.10	GCGR
ENSG00000225663.7	MCRIP1
ENSG00000182676.5	PPP1R27
ENSG00000185624.15	P4HB
ENSG00000141522.12	ARHGDIA
ENSG00000183684.7	ALYREF
ENSG00000141552.17	ANAPC11
ENSG00000183979.8	NPB
ENSG00000185813.10	PCYT2
ENSG00000187531.14	SIRT7
ENSG00000197063.11	MAFG
ENSG00000183010.16	PYCR1
ENSG00000185105.5	MYADML2
ENSG00000185269.12	NOTUM
ENSG00000169696.16	ASPSCR1
ENSG00000169689.15	CENPX
ENSG00000169683.8	LRRC45
ENSG00000169750.9	RAC3
ENSG00000169738.7	DCXR
ENSG00000169733.12	RFNG
ENSG00000169727.12	GPS1
ENSG00000169718.17	DUS1L
ENSG00000169710.9	FASN
ENSG00000176155.19	CCDC57
ENSG00000141526.16	SLC16A3
ENSG00000141551.14	CSNK1D
ENSG00000173762.8	CD7
ENSG00000141574.7	SECTM1
ENSG00000182459.5	TEX19
ENSG00000181408.3	UTS2R
ENSG00000181396.13	OGFOD3
ENSG00000169660.16	HEXD
ENSG00000178927.18	CYBC1
ENSG00000141562.18	NARF
ENSG00000141568.21	FOXK2
ENSG00000141580.16	WDR45B
ENSG00000141542.11	RAB40B
ENSG00000141560.15	FN3KRP
ENSG00000167363.14	FN3K
ENSG00000141556.21	TBCD
ENSG00000141579.7	ZNF750
ENSG00000175711.8	B3GNTL1
ENSG00000176845.13	METRNL
ENSG00000173213.9	TUBB8P12
ENSG00000101557.15	USP14
ENSG00000079134.12	THOC1
ENSG00000158270.12	COLEC12
ENSG00000177143.4	CETN1
ENSG00000079101.16	CLUL1
ENSG00000176890.16	TYMS
ENSG00000132199.20	ENOSF1
ENSG00000176105.14	YES1
ENSG00000141433.13	ADCYAP1
ENSG00000101574.15	METTL4
ENSG00000080986.13	NDC80
ENSG00000101596.15	SMCHD1
ENSG00000132205.11	EMILIN2
ENSG00000101577.9	LPIN2
ENSG00000101605.12	MYOM1
ENSG00000101608.12	MYL12A
ENSG00000118680.13	MYL12B
ENSG00000177426.20	TGIF1
ENSG00000170579.17	DLGAP1
ENSG00000231824.3	AKAIN1
ENSG00000198081.11	ZBTB14
ENSG00000082397.17	EPB41L3
ENSG00000206432.4	TMEM200C
ENSG00000154655.15	L3MBTL4
ENSG00000088756.12	ARHGAP28
ENSG00000101680.15	LAMA1
ENSG00000206422.2	LRRC30
ENSG00000173482.16	PTPRM
ENSG00000206418.4	RAB12
ENSG00000168502.17	MTCL1
ENSG00000178127.13	NDUFV2
ENSG00000101745.17	ANKRD12
ENSG00000128791.12	TWSG1
ENSG00000017797.13	RALBP1
ENSG00000154845.15	PPP4R1
ENSG00000168461.13	RAB31
ENSG00000168454.11	TXNDC2
ENSG00000101558.13	VAPA
ENSG00000154856.13	APCDD1
ENSG00000134265.13	NAPG
ENSG00000154864.12	PIEZO2
ENSG00000236396.8	SLC35G4
ENSG00000141404.16	GNAL
ENSG00000255112.2	CHMP1B
ENSG00000154889.16	MPPE1
ENSG00000141401.12	IMPA2
ENSG00000181626.11	ANKRD62
ENSG00000176194.17	CIDEA
ENSG00000176014.12	TUBB6
ENSG00000141385.9	AFG3L2
ENSG00000141391.14	PRELID3A
ENSG00000134278.15	SPIRE1
ENSG00000128789.21	PSMG2
ENSG00000101624.10	CEP76
ENSG00000175354.20	PTPN2
ENSG00000085415.16	SEH1L
ENSG00000101639.18	CEP192
ENSG00000168675.18	LDLRAD4
ENSG00000177150.13	FAM210A
ENSG00000101654.17	RNMT
ENSG00000176136.6	MC5R
ENSG00000185231.4	MC2R
ENSG00000175322.11	ZNF519
ENSG00000183206.17	POTEC
ENSG00000180777.14	ANKRD30B
ENSG00000067900.8	ROCK1
ENSG00000141449.14	GREB1L
ENSG00000141446.11	ESCO1
ENSG00000167088.11	SNRPD1
ENSG00000158201.10	ABHD3
ENSG00000101752.11	MIB1
ENSG00000141448.10	GATA6
ENSG00000212710.4	CTAGE1
ENSG00000101773.19	RBBP8
ENSG00000134508.12	CABLES1
ENSG00000134490.14	TMEM241
ENSG00000101782.15	RIOK3
ENSG00000141452.9	RMC1
ENSG00000141458.13	NPC1
ENSG00000154065.17	ANKRD29
ENSG00000053747.16	LAMA3
ENSG00000168234.13	TTC39C
ENSG00000154040.20	CABYR
ENSG00000141447.18	OSBPL1A
ENSG00000154059.11	IMPACT
ENSG00000134489.7	HRH4
ENSG00000198795.11	ZNF521
ENSG00000141380.14	AC091021.1
ENSG00000154611.14	PSMA8
ENSG00000141384.12	TAF4B
ENSG00000134504.13	KCTD1
ENSG00000171885.15	AQP4
ENSG00000154080.14	CHST9
ENSG00000170558.9	CDH2
ENSG00000134762.17	DSC3
ENSG00000134755.16	DSC2
ENSG00000134765.9	DSC1
ENSG00000134760.6	DSG1
ENSG00000175065.11	DSG4
ENSG00000134757.5	DSG3
ENSG00000046604.13	DSG2
ENSG00000118271.10	TTR
ENSG00000118276.11	B4GALT6
ENSG00000141437.8	SLC25A52
ENSG00000153339.14	TRAPPC8
ENSG00000101695.9	RNF125
ENSG00000134758.14	RNF138
ENSG00000141441.16	GAREM1
ENSG00000141434.11	MEP1B
ENSG00000197705.9	KLHL14
ENSG00000166960.16	CCDC178
ENSG00000141431.12	ASXL3
ENSG00000101746.15	NOL4
ENSG00000134769.21	DTNA
ENSG00000166974.12	MAPRE2
ENSG00000186812.13	ZNF397
ENSG00000186814.14	ZSCAN30
ENSG00000172466.16	ZNF24
ENSG00000186496.12	ZNF396
ENSG00000267140.1	AC007998.2
ENSG00000153391.15	INO80C
ENSG00000141429.13	GALNT1
ENSG00000141428.17	C18orf21
ENSG00000141425.18	RPRD1A
ENSG00000141424.13	SLC39A6
ENSG00000134759.14	ELP2
ENSG00000075643.6	MOCOS
ENSG00000134775.15	FHOD3
ENSG00000134779.15	TPGS2
ENSG00000150477.15	KIAA1328
ENSG00000101489.20	CELF4
ENSG00000078142.13	PIK3C3
ENSG00000152214.14	RIT2
ENSG00000132872.12	SYT4
ENSG00000152217.19	SETBP1
ENSG00000132874.14	SLC14A2
ENSG00000141469.18	SLC14A1
ENSG00000197046.11	SIGLEC15
ENSG00000152223.15	EPG5
ENSG00000152229.18	PSTPIP2
ENSG00000152234.16	ATP5F1A
ENSG00000152240.13	HAUS1
ENSG00000152242.11	C18orf25
ENSG00000141622.14	RNF165
ENSG00000167210.17	LOXHD1
ENSG00000101638.13	ST8SIA5
ENSG00000078043.16	PIAS2
ENSG00000167216.16	KATNAL2
ENSG00000183791.5	ELOA3
ENSG00000278674.2	ELOA3B
ENSG00000274744.2	ELOA3D
ENSG00000206181.5	ELOA2
ENSG00000167220.12	HDHD2
ENSG00000267228.7	AC012254.2
ENSG00000134049.6	IER3IP1
ENSG00000215474.7	SKOR2
ENSG00000175387.16	SMAD2
ENSG00000184828.10	ZBTB7C
ENSG00000134030.14	CTIF
ENSG00000101665.9	SMAD7
ENSG00000141627.13	DYM
ENSG00000177576.11	C18orf32
ENSG00000215472.10	RPL17-C18orf32
ENSG00000265681.7	RPL17
ENSG00000101670.12	LIPG
ENSG00000167315.18	ACAA2
ENSG00000266997.2	AC090227.1
ENSG00000167306.20	MYO5B
ENSG00000172361.6	CFAP53
ENSG00000141644.17	MBD1
ENSG00000154832.14	CXXC1
ENSG00000154839.10	SKA1
ENSG00000141639.12	MAPK4
ENSG00000134042.13	MRO
ENSG00000082212.13	ME2
ENSG00000141642.9	ELAC1
ENSG00000267699.2	AC091551.1
ENSG00000141646.13	SMAD4
ENSG00000176624.11	MEX3C
ENSG00000187323.12	DCC
ENSG00000134046.12	MBD2
ENSG00000101751.10	POLI
ENSG00000174448.8	STARD6
ENSG00000166845.15	C18orf54
ENSG00000178690.3	DYNAP
ENSG00000041353.10	RAB27B
ENSG00000166510.14	CCDC68
ENSG00000196628.17	TCF4
ENSG00000091164.13	TXNL1
ENSG00000091157.13	WDR7
ENSG00000228075.5	BOD1L2
ENSG00000177511.6	ST8SIA3
ENSG00000119547.6	ONECUT2
ENSG00000066926.11	FECH
ENSG00000134440.12	NARS
ENSG00000081923.14	ATP8B1
ENSG00000049759.18	NEDD4L
ENSG00000198796.7	ALPK2
ENSG00000172175.15	MALT1
ENSG00000074657.13	ZNF532
ENSG00000166562.9	SEC11C
ENSG00000134443.10	GRP
ENSG00000134438.9	RAX
ENSG00000166569.8	CPLX4
ENSG00000074695.6	LMAN1
ENSG00000183287.14	CCBE1
ENSG00000141682.11	PMAIP1
ENSG00000166603.5	MC4R
ENSG00000101542.10	CDH20
ENSG00000176641.11	RNF152
ENSG00000197563.11	PIGN
ENSG00000134444.14	RELCH
ENSG00000141655.17	TNFRSF11A
ENSG00000141664.9	ZCCHC2
ENSG00000081913.14	PHLPP1
ENSG00000171791.13	BCL2
ENSG00000119537.18	KDSR
ENSG00000119541.10	VPS4B
ENSG00000206075.14	SERPINB5
ENSG00000166634.6	SERPINB12
ENSG00000197641.11	SERPINB13
ENSG00000206073.10	SERPINB4
ENSG00000206072.12	SERPINB11
ENSG00000057149.16	SERPINB3
ENSG00000166396.13	SERPINB7
ENSG00000197632.9	SERPINB2
ENSG00000242550.6	SERPINB10
ENSG00000221887.6	HMSD
ENSG00000166401.14	SERPINB8
ENSG00000081138.14	CDH7
ENSG00000071991.8	CDH19
ENSG00000171451.14	DSEL
ENSG00000166479.10	TMX3
ENSG00000150636.17	CCDC102B
ENSG00000206052.11	DOK6
ENSG00000150637.9	CD226
ENSG00000176225.13	RTTN
ENSG00000170677.6	SOCS6
ENSG00000141668.10	CBLN2
ENSG00000166342.19	NETO1
ENSG00000141665.12	FBXO15
ENSG00000075336.12	TIMM21
ENSG00000166347.19	CYB5A
ENSG00000206043.6	C18orf63
ENSG00000187773.8	DIPK1C
ENSG00000133313.15	CNDP2
ENSG00000150656.15	CNDP1
ENSG00000215421.9	ZNF407
ENSG00000180011.7	ZADH2
ENSG00000179981.10	TSHZ1
ENSG00000206026.7	SMIM21
ENSG00000101493.11	ZNF516
ENSG00000130856.16	ZNF236
ENSG00000197971.15	MBP
ENSG00000166573.5	GALR1
ENSG00000256463.8	SALL3
ENSG00000166377.20	ATP9B
ENSG00000131196.17	NFATC1
ENSG00000060069.16	CTDP1
ENSG00000178342.4	KCNG2
ENSG00000122490.19	PQLC1
ENSG00000226742.4	HSBP1L1
ENSG00000141759.15	TXNL4A
ENSG00000267127.7	AC090360.1
ENSG00000101546.13	RBFA
ENSG00000101544.9	ADNP2
ENSG00000178184.16	PARD6G
ENSG00000176695.8	AC008977.1
ENSG00000141934.10	PLPP2
ENSG00000105556.11	MIER2
ENSG00000105549.10	THEG
ENSG00000183186.8	C2CD4C
ENSG00000129946.10	SHC2
ENSG00000181781.9	ODF3L2
ENSG00000099866.15	MADCAM1
ENSG00000141933.9	TPGS1
ENSG00000099804.9	CDC34
ENSG00000197540.8	GZMM
ENSG00000172270.19	BSG
ENSG00000099822.3	HCN2
ENSG00000099821.14	POLRMT
ENSG00000070388.11	FGF22
ENSG00000070423.18	AC004156.1
ENSG00000070404.10	FSTL3
ENSG00000185198.11	PRSS57
ENSG00000099864.18	PALM
ENSG00000099812.9	MISP
ENSG00000011304.20	PTBP1
ENSG00000129951.18	PLPPR3
ENSG00000172232.10	AZU1
ENSG00000196415.10	PRTN3
ENSG00000197561.7	ELANE
ENSG00000197766.7	CFD
ENSG00000175221.15	MED16
ENSG00000198858.10	R3HDM4
ENSG00000116014.10	KISS1R
ENSG00000116017.11	ARID3A
ENSG00000065268.10	WDR18
ENSG00000116032.5	GRIN3B
ENSG00000182087.14	TMEM259
ENSG00000064666.15	CNN2
ENSG00000064687.12	ABCA7
ENSG00000180448.10	AC004151.1
ENSG00000099817.12	POLR2E
ENSG00000167468.16	GPX4
ENSG00000064932.16	SBNO2
ENSG00000118046.15	STK11
ENSG00000099625.13	CBARP
ENSG00000099624.8	ATP5F1D
ENSG00000167470.12	MIDN
ENSG00000099622.14	CIRBP
ENSG00000228300.14	C19orf24
ENSG00000099617.4	EFNA2
ENSG00000160953.16	PWWP3A
ENSG00000115286.20	NDUFS7
ENSG00000130005.12	GAMT
ENSG00000071626.16	DAZAP1
ENSG00000115268.9	RPS15
ENSG00000115266.11	APC2
ENSG00000119559.16	C19orf25
ENSG00000115257.15	PCSK4
ENSG00000115255.11	REEP6
ENSG00000185761.11	ADAMTSL5
ENSG00000185988.13	PLK5
ENSG00000181588.16	MEX3D
ENSG00000071655.18	MBD3
ENSG00000267059.2	AC005943.1
ENSG00000127540.12	UQCR11
ENSG00000071564.16	TCF3
ENSG00000205922.4	ONECUT3
ENSG00000130270.16	ATP8B3
ENSG00000079313.15	REXO1
ENSG00000129911.9	KLF16
ENSG00000129968.15	ABHD17A
ENSG00000227500.10	SCAMP4
ENSG00000213638.6	ADAT3
ENSG00000133275.16	CSNK1G2
ENSG00000133243.9	BTBD2
ENSG00000099875.14	MKNK2
ENSG00000172081.14	MOB3A
ENSG00000099840.13	IZUMO4
ENSG00000065000.18	AP3D1
ENSG00000104885.18	DOT1L
ENSG00000104886.11	PLEKHJ1
ENSG00000104897.10	SF3A2
ENSG00000104899.7	AMH
ENSG00000167476.10	JSRP1
ENSG00000104904.12	OAZ1
ENSG00000273734.1	AC005258.1
ENSG00000188305.6	PEAK3
ENSG00000220008.3	LINGO3
ENSG00000130332.15	LSM7
ENSG00000005206.17	SPPL2B
ENSG00000178297.13	TMPRSS9
ENSG00000099800.8	TIMM13
ENSG00000176619.13	LMNB2
ENSG00000099860.9	GADD45B
ENSG00000176533.13	GNG7
ENSG00000176490.5	DIRAS1
ENSG00000267001.1	AC006538.3
ENSG00000141873.11	SLC39A3
ENSG00000104969.10	SGTA
ENSG00000172009.15	AC006538.1
ENSG00000172006.11	ZNF554
ENSG00000186300.12	ZNF555
ENSG00000172000.7	ZNF556
ENSG00000171970.13	ZNF57
ENSG00000175691.9	ZNF77
ENSG00000104953.20	TLE6
ENSG00000065717.15	TLE2
ENSG00000104964.14	TLE5
ENSG00000088256.9	GNA11
ENSG00000060558.3	GNA15
ENSG00000125910.5	S1PR4
ENSG00000125912.11	NCLN
ENSG00000161082.13	CELF5
ENSG00000141905.19	NFIC
ENSG00000095932.6	SMIM24
ENSG00000284638.1	AC005551.1
ENSG00000105325.14	FZR1
ENSG00000161091.13	MFSD12
ENSG00000183397.5	C19orf71
ENSG00000064961.19	HMG20B
ENSG00000179855.8	GIPC3
ENSG00000006638.11	TBXA2R
ENSG00000105298.14	CACTIN
ENSG00000186111.9	PIP5K1C
ENSG00000105289.15	TJP3
ENSG00000011132.12	AC005954.1
ENSG00000183617.5	MRPL54
ENSG00000173976.15	RAX2
ENSG00000007264.15	MATK
ENSG00000105278.11	ZFR2
ENSG00000167654.18	ATCAY
ENSG00000077009.13	NMRK2
ENSG00000167657.14	DAPK3
ENSG00000167658.16	EEF2
ENSG00000105229.7	PIAS4
ENSG00000178951.9	ZBTB7A
ENSG00000126934.13	MAP2K2
ENSG00000060566.14	CREB3L3
ENSG00000077463.15	AC016586.1
ENSG00000089847.12	ANKRD24
ENSG00000105246.6	EBI3
ENSG00000105248.16	YJU2
ENSG00000105251.10	SHD
ENSG00000167664.8	TMIGD2
ENSG00000105255.11	FSD1
ENSG00000178078.11	STAP2
ENSG00000008382.15	MPND
ENSG00000141985.9	SH3GL1
ENSG00000167670.16	CHAF1A
ENSG00000167671.12	UBXN6
ENSG00000167674.15	HDGFL2
ENSG00000167676.4	PLIN4
ENSG00000214456.8	PLIN5
ENSG00000267385.1	AC011498.4
ENSG00000171236.10	LRG1
ENSG00000167680.16	SEMA6B
ENSG00000185361.9	TNFAIP8L1
ENSG00000074842.7	MYDGF
ENSG00000142002.17	DPP9
ENSG00000141965.4	FEM1A
ENSG00000127666.9	TICAM1
ENSG00000105355.9	PLIN3
ENSG00000205784.3	ARRDC5
ENSG00000276043.5	UHRF1
ENSG00000127663.15	KDM4B
ENSG00000105426.16	PTPRS
ENSG00000105428.5	ZNRF4
ENSG00000223573.7	TINCR
ENSG00000130254.12	SAFB2
ENSG00000160633.13	SAFB
ENSG00000130255.13	RPL36
ENSG00000174917.8	MICOS13
ENSG00000167733.13	HSD11B1L
ENSG00000196365.11	LONP1
ENSG00000174898.16	CATSPERD
ENSG00000212123.4	PRR22
ENSG00000267157.1	AC011499.1
ENSG00000141994.16	DUS3L
ENSG00000171119.2	NRTN
ENSG00000156413.13	FUT6
ENSG00000171124.13	FUT3
ENSG00000130383.7	FUT5
ENSG00000267740.5	AC024592.3
ENSG00000174886.13	NDUFA11
ENSG00000267314.1	AC104532.1
ENSG00000187650.3	VMAC
ENSG00000105519.16	CAPS
ENSG00000031823.14	RANBP3
ENSG00000087903.13	RFX2
ENSG00000130377.13	ACSBG2
ENSG00000130382.9	MLLT1
ENSG00000167769.4	ACER1
ENSG00000125656.10	CLPP
ENSG00000125652.8	ALKBH7
ENSG00000125650.4	PSPN
ENSG00000125651.14	GTF2F1
ENSG00000088247.17	KHSRP
ENSG00000181240.13	SLC25A41
ENSG00000125648.15	SLC25A23
ENSG00000130545.16	CRB3
ENSG00000205744.10	DENND1C
ENSG00000104833.12	TUBB4A
ENSG00000125657.5	TNFSF9
ENSG00000125726.11	CD70
ENSG00000125735.10	TNFSF14
ENSG00000125730.16	C3
ENSG00000125734.15	GPR108
ENSG00000125733.18	TRIP10
ENSG00000125731.13	SH2D3A
ENSG00000141968.8	VAV1
ENSG00000174837.15	ADGRE1
ENSG00000196589.6	MBD3L2B
ENSG00000237247.6	MBD3L5
ENSG00000205718.9	MBD3L4
ENSG00000230522.5	MBD3L2
ENSG00000182315.9	MBD3L3
ENSG00000130544.12	ZNF557
ENSG00000171105.14	INSR
ENSG00000263264.1	AC119396.1
ENSG00000268861.7	AC008878.3
ENSG00000104880.18	ARHGEF18
ENSG00000104883.8	PEX11G
ENSG00000198723.11	TEX45
ENSG00000267952.1	AC008878.1
ENSG00000198816.7	ZNF358
ENSG00000090674.16	MCOLN1
ENSG00000268614.1	AC008878.2
ENSG00000032444.16	PNPLA6
ENSG00000076826.9	CAMSAP3
ENSG00000076924.12	XAB2
ENSG00000229833.9	PET100
ENSG00000268400.5	AC008763.2
ENSG00000174788.10	PCP2
ENSG00000076944.16	STXBP2
ENSG00000104918.8	RETN
ENSG00000183019.7	MCEMP1
ENSG00000269711.1	AC008763.3
ENSG00000181029.9	TRAPPC5
ENSG00000104921.15	FCER2
ENSG00000182566.13	CLEC4G
ENSG00000090659.18	CD209
ENSG00000104938.16	CLEC4M
ENSG00000142459.8	EVI5L
ENSG00000183248.12	PRR36
ENSG00000171017.11	LRRC8E
ENSG00000076984.17	MAP2K7
ENSG00000260001.6	TGFBR3L
ENSG00000104976.12	SNAPC2
ENSG00000178531.6	CTXN1
ENSG00000104980.8	TIMM44
ENSG00000066044.15	ELAVL1
ENSG00000131142.13	CCL25
ENSG00000142449.13	FBN3
ENSG00000090661.12	CERS4
ENSG00000167775.11	CD320
ENSG00000167774.2	AC010323.1
ENSG00000267855.5	NDUFA7
ENSG00000233927.5	RPS28
ENSG00000186994.11	KANK3
ENSG00000167772.12	ANGPTL4
ENSG00000185236.12	RAB11B
ENSG00000099785.10	MARCH2
ENSG00000099783.12	HNRNPM
ENSG00000133246.12	PRAM1
ENSG00000133250.14	ZNF414
ENSG00000142347.18	MYO1F
ENSG00000142303.14	ADAMTS10
ENSG00000181786.4	ACTL9
ENSG00000181733.3	OR2Z1
ENSG00000167785.9	ZNF558
ENSG00000170948.3	MBD3L1
ENSG00000181143.15	MUC16
ENSG00000170929.6	OR1M1
ENSG00000170923.3	OR7G2
ENSG00000161807.3	OR7G1
ENSG00000170920.2	OR7G3
ENSG00000130803.15	ZNF317
ENSG00000188000.4	OR7D2
ENSG00000174667.4	OR7D4
ENSG00000237521.3	OR7E24
ENSG00000196110.7	ZNF699
ENSG00000188321.13	ZNF559
ENSG00000270011.7	ZNF559-ZNF177
ENSG00000188629.12	ZNF177
ENSG00000174652.19	ZNF266
ENSG00000198028.3	ZNF560
ENSG00000130818.12	ZNF426
ENSG00000197961.11	ZNF121
ENSG00000171469.11	ZNF561
ENSG00000171466.10	ZNF562
ENSG00000196605.7	ZNF846
ENSG00000127452.8	FBXL12
ENSG00000198258.10	UBL5
ENSG00000127445.13	PIN1
ENSG00000105088.8	OLFM2
ENSG00000080573.7	COL5A3
ENSG00000080511.4	RDH8
ENSG00000130813.18	C19orf66
ENSG00000130812.10	ANGPTL6
