ENSMUSG00000051951.5	Xkr4
ENSMUSG00000039456.10	Morc3
ENSMUSG00000022945.12	Chaf1b
ENSMUSG00000047109.13	Cldn14
ENSMUSG00000062713.8	Sim2
ENSMUSG00000040820.16	Hlcs
ENSMUSG00000022941.8	Ripply3
ENSMUSG00000022940.17	Pigp
ENSMUSG00000040785.19	Ttc3
ENSMUSG00000022898.13	Dscr3
ENSMUSG00000022897.15	Dyrk1a
ENSMUSG00000043301.16	Kcnj6
ENSMUSG00000062609.14	Kcnj15
ENSMUSG00000040732.20	Erg
ENSMUSG00000022895.16	Ets2
ENSMUSG00000022913.16	Psmg1
ENSMUSG00000022914.17	Brwd1
ENSMUSG00000040681.16	Hmgn1
ENSMUSG00000023147.17	Wrb
ENSMUSG00000045275.16	Lca5l
ENSMUSG00000040666.19	Sh3bgr
ENSMUSG00000074892.9	B3galt5
ENSMUSG00000000159.16	Igsf5
ENSMUSG00000117081.1	Igsf5
ENSMUSG00000000157.16	Itgb2l
ENSMUSG00000090223.2	Pcp4
ENSMUSG00000050272.10	Dscam
ENSMUSG00000040605.7	Bace2
ENSMUSG00000000386.15	Mx1
ENSMUSG00000022938.8	Fam3b
ENSMUSG00000000385.8	Tmprss2
ENSMUSG00000005251.15	Ripk4
ENSMUSG00000014039.18	Prdm15
ENSMUSG00000045975.8	C2cd2
ENSMUSG00000046962.16	Zbtb21
ENSMUSG00000080717.10	B230307C23Rik
ENSMUSG00000116673.1	A630089N07Rik
ENSMUSG00000046201.9	Scaf8
ENSMUSG00000023800.15	Tiam2
ENSMUSG00000036983.7	Tfb1m
ENSMUSG00000091530.2	Cldn20
ENSMUSG00000023802.4	Nox3
ENSMUSG00000069729.14	Arid1b
ENSMUSG00000004945.15	Tmem242
ENSMUSG00000101959.1	Ldhal6b
ENSMUSG00000034265.8	Zdhhc14
ENSMUSG00000002365.10	Snx9
ENSMUSG00000023805.17	Synj2
ENSMUSG00000015659.12	Serac1
ENSMUSG00000034345.14	Gtf2h5
ENSMUSG00000034377.10	Tulp4
ENSMUSG00000038141.11	Tmem181a
ENSMUSG00000092074.2	Dynlt1a
ENSMUSG00000096255.2	Dynlt1b
ENSMUSG00000000579.14	Dynlt1c
ENSMUSG00000095677.2	Dynlt1f
ENSMUSG00000041831.16	Sytl3
ENSMUSG00000052397.8	Ezr
ENSMUSG00000023806.10	Rsph3b
ENSMUSG00000052031.8	Tagap1
ENSMUSG00000094724.8	Rnaset2b
ENSMUSG00000116876.1	AC122413.2
ENSMUSG00000094083.2	Gm1604a
ENSMUSG00000023809.10	Rps6ka2
ENSMUSG00000071322.12	Tcp10a
ENSMUSG00000079722.2	Ttll2
ENSMUSG00000116672.1	AC117241.1
ENSMUSG00000056133.5	Unc93a2
ENSMUSG00000071984.10	Fndc1
ENSMUSG00000033450.8	Tagap
ENSMUSG00000073471.3	Rsph3a
ENSMUSG00000116988.1	AC164314.2
ENSMUSG00000095687.2	Rnaset2a
ENSMUSG00000069135.11	Fgfr1op
ENSMUSG00000040899.14	Ccr6
ENSMUSG00000023861.17	Mpc1
ENSMUSG00000073468.11	Sft2d1
ENSMUSG00000055945.8	Prr18
ENSMUSG00000058159.13	T2
ENSMUSG00000062327.10	T
ENSMUSG00000023868.17	Pde10a
ENSMUSG00000099104.1	Gm17087
ENSMUSG00000023873.13	1700010I14Rik
ENSMUSG00000046173.3	Pabpc6
ENSMUSG00000062078.15	Qk
ENSMUSG00000037196.6	Pacrg
ENSMUSG00000023826.16	Prkn
ENSMUSG00000023827.8	Agpat4
ENSMUSG00000014426.9	Map3k4
ENSMUSG00000059481.5	Plg
ENSMUSG00000023828.3	Slc22a3
ENSMUSG00000040966.10	Slc22a2
ENSMUSG00000023829.9	Slc22a1
ENSMUSG00000023830.14	Igf2r
ENSMUSG00000068037.11	Mas1
ENSMUSG00000059408.3	Mrgprh
ENSMUSG00000073460.5	Pnldc1
ENSMUSG00000057388.9	Mrpl18
ENSMUSG00000068039.13	Tcp1
ENSMUSG00000062480.12	Acat3
ENSMUSG00000023832.14	Acat2
ENSMUSG00000060475.13	Wtap
ENSMUSG00000006818.5	Sod2
ENSMUSG00000071311.2	Gpr31b
ENSMUSG00000055602.17	Tcp10b
ENSMUSG00000067049.8	Unc93a
ENSMUSG00000073458.1	Smok2a
ENSMUSG00000073457.4	Smok2b
ENSMUSG00000052469.9	Tcp10c
ENSMUSG00000038347.15	Tcte2
ENSMUSG00000068036.15	Afdn
ENSMUSG00000067941.5	Gm7168
ENSMUSG00000101307.2	Gm7358
ENSMUSG00000101361.2	Gm7356
ENSMUSG00000048826.7	Dact2
ENSMUSG00000023886.10	Smoc2
ENSMUSG00000023885.9	Thbs2
ENSMUSG00000046991.11	Wdr27
ENSMUSG00000050088.9	1600012H06Rik
ENSMUSG00000023883.13	Phf10
ENSMUSG00000116780.1	Gm3417
ENSMUSG00000116953.1	9030025P20Rik
ENSMUSG00000079710.10	Gm3448
ENSMUSG00000116895.1	Gm3435
ENSMUSG00000079707.10	Tcte3
ENSMUSG00000036552.18	Ermard
ENSMUSG00000014773.13	Dll1
ENSMUSG00000014763.8	Fam120b
ENSMUSG00000014769.10	Psmb1
ENSMUSG00000014767.17	Tbp
ENSMUSG00000014771.13	Pdcd2
ENSMUSG00000051977.16	Prdm9
ENSMUSG00000023852.14	Chd1
ENSMUSG00000048027.8	Rgmb
ENSMUSG00000096696.1	Zfp960
ENSMUSG00000095990.1	Zfp97
ENSMUSG00000116564.1	Riok2
ENSMUSG00000047786.12	Lix1
ENSMUSG00000023845.7	Lnpep
ENSMUSG00000092120.2	Vmn2r90
ENSMUSG00000080316.11	Spaca6
ENSMUSG00000003665.7	Has1
ENSMUSG00000045551.7	Fpr1
ENSMUSG00000052270.7	Fpr2
ENSMUSG00000079700.7	Fpr3
ENSMUSG00000048062.4	Fpr-rs4
ENSMUSG00000094396.3	Vmn2r124
ENSMUSG00000091206.2	Vmn2r91
ENSMUSG00000091350.2	Vmn2r92
ENSMUSG00000090417.4	Vmn2r94
ENSMUSG00000079698.7	Vmn2r93
ENSMUSG00000091631.2	Vmn2r95
ENSMUSG00000091679.9	Vmn2r96
ENSMUSG00000093531.2	Vmn2r-ps117
ENSMUSG00000091491.2	Vmn2r97
ENSMUSG00000096717.2	Vmn2r98
ENSMUSG00000090304.4	Vmn2r99
ENSMUSG00000091859.2	Vmn2r100
ENSMUSG00000094892.2	Vmn2r101
ENSMUSG00000095961.2	Vmn2r102
ENSMUSG00000091771.1	Vmn2r103
ENSMUSG00000090315.2	Vmn2r104
ENSMUSG00000071276.1	Fpr-rs7
ENSMUSG00000071275.1	Fpr-rs6
ENSMUSG00000091670.2	Vmn2r105
ENSMUSG00000091656.2	Vmn2r106
ENSMUSG00000056910.5	Vmn2r107
ENSMUSG00000091151.2	Vmn1r224
ENSMUSG00000091805.2	Vmn2r108
ENSMUSG00000043537.2	Vmn1r225
ENSMUSG00000090572.2	Vmn2r109
ENSMUSG00000091259.2	Vmn2r110
ENSMUSG00000060701.1	Fpr-rs3
ENSMUSG00000042848.4	Vmn1r226
ENSMUSG00000067951.5	Vmn1r227
ENSMUSG00000060245.5	Vmn1r228
ENSMUSG00000117148.1	Vmn1r229
ENSMUSG00000045417.2	Vmn1r230
ENSMUSG00000050933.3	Vmn1r231
ENSMUSG00000062165.2	Vmn1r232
ENSMUSG00000007564.15	Ppp2r1a
ENSMUSG00000045575.1	Vmn1r233
ENSMUSG00000067942.6	Zfp160
ENSMUSG00000057203.2	Vmn1r234
ENSMUSG00000050102.5	Vmn1r235
ENSMUSG00000054142.4	Vmn1r236
ENSMUSG00000058030.4	Vmn1r237
ENSMUSG00000062743.9	Zfp677
ENSMUSG00000023882.15	Zfp54
ENSMUSG00000023892.8	Zfp51
ENSMUSG00000057409.7	Zfp53
ENSMUSG00000051341.6	Zfp52
ENSMUSG00000067931.6	Zfp948
ENSMUSG00000035868.9	Zfp983
ENSMUSG00000067928.6	Zfp760
ENSMUSG00000061544.13	Zfp229
ENSMUSG00000069743.5	Zfp820
ENSMUSG00000078546.8	Zfp995
ENSMUSG00000071267.11	Zfp942
ENSMUSG00000053347.15	Zfp943
ENSMUSG00000063383.5	Zfp947
ENSMUSG00000096433.2	Zfp994
ENSMUSG00000117284.1	Gm7072
ENSMUSG00000033972.9	Zfp944
ENSMUSG00000044501.17	Zfp758
ENSMUSG00000071266.13	Zfp946
ENSMUSG00000095093.1	Vmn2r111
ENSMUSG00000094921.1	Vmn2r112
ENSMUSG00000059142.16	Zfp945
ENSMUSG00000092111.1	Vmn2r113
ENSMUSG00000095658.1	Vmn2r-ps130
ENSMUSG00000002617.14	Zfp40
ENSMUSG00000091945.1	Vmn2r114
ENSMUSG00000091076.1	Vmn2r115
ENSMUSG00000090966.1	Vmn2r116
ENSMUSG00000091407.1	Vmn2r117
ENSMUSG00000071256.4	Zfp213
ENSMUSG00000062012.14	Zfp13
ENSMUSG00000023902.18	Zscan10
ENSMUSG00000023903.8	Mmp25
ENSMUSG00000043782.9	Bicdl2
ENSMUSG00000041319.14	Thoc6
ENSMUSG00000023904.10	Hcfc1r1
ENSMUSG00000023905.15	Tnfrsf12a
ENSMUSG00000023906.3	Cldn6
ENSMUSG00000066720.7	Cldn9
ENSMUSG00000043747.12	1520401A03Rik
ENSMUSG00000023908.8	Pkmyt1
ENSMUSG00000023909.4	Paqr4
ENSMUSG00000040680.9	Kremen2
ENSMUSG00000040097.16	Flywch1
ENSMUSG00000023911.12	Flywch2
ENSMUSG00000039218.17	Srrm2
ENSMUSG00000055839.6	Elob
ENSMUSG00000049620.9	Prss33
ENSMUSG00000024114.15	Prss41
ENSMUSG00000048992.9	Prss32
ENSMUSG00000024116.5	Prss21
ENSMUSG00000024128.13	Sbp
ENSMUSG00000024124.9	Prss30
ENSMUSG00000050762.5	Prss27
ENSMUSG00000016946.5	Kctd5
ENSMUSG00000024122.16	Pdpk1
ENSMUSG00000036820.11	Amdhd2
ENSMUSG00000107169.1	Gm43796
ENSMUSG00000024121.13	Atp6v0c
ENSMUSG00000036473.15	Tbc1d24
ENSMUSG00000024118.14	Tedc2
ENSMUSG00000035435.16	Abca17
ENSMUSG00000024130.15	Abca3
ENSMUSG00000024136.14	Dnase1l2
ENSMUSG00000024137.9	E4f1
ENSMUSG00000052752.15	Traf7
ENSMUSG00000079657.10	Rab26
ENSMUSG00000032855.6	Pkd1
ENSMUSG00000002496.10	Tsc2
ENSMUSG00000071230.6	Npw
ENSMUSG00000007021.4	Syngr3
ENSMUSG00000019320.13	Noxo1
ENSMUSG00000040688.16	Tbl3
ENSMUSG00000044533.15	Rps2
ENSMUSG00000040048.14	Ndufb10
ENSMUSG00000002500.15	Rpl3l
ENSMUSG00000075705.12	Msrb1
ENSMUSG00000024158.17	Hagh
ENSMUSG00000024160.16	Spsb3
ENSMUSG00000073436.11	Eme2
ENSMUSG00000024163.17	Mapk8ip3
ENSMUSG00000038880.13	Mrps34
ENSMUSG00000073435.10	Nme3
ENSMUSG00000024165.9	Jpt2
ENSMUSG00000038002.9	Cramp1l
ENSMUSG00000024169.16	Ift140
ENSMUSG00000024168.8	Tmem204
ENSMUSG00000024170.15	Telo2
ENSMUSG00000044172.7	Ptx4
ENSMUSG00000036636.10	Clcn7
ENSMUSG00000059562.14	Ccdc154
ENSMUSG00000114245.1	Gm38655
ENSMUSG00000067722.4	BC003965
ENSMUSG00000015127.14	Unkl
ENSMUSG00000047507.12	Baiap3
ENSMUSG00000015120.15	Ube2i
ENSMUSG00000024171.4	Prss28
ENSMUSG00000024173.10	Tpsab1
ENSMUSG00000033200.16	Tpsg1
ENSMUSG00000024112.16	Cacna1h
ENSMUSG00000024175.1	Tekt4
ENSMUSG00000024176.10	Sox8
ENSMUSG00000002279.18	Lmf1
ENSMUSG00000025739.13	Gng13
ENSMUSG00000019214.13	Chtf18
ENSMUSG00000002280.10	Narfl
ENSMUSG00000061046.9	Haghl
ENSMUSG00000025737.5	Wdr24
ENSMUSG00000025736.14	Jmjd8
ENSMUSG00000025735.13	Rhbdl1
ENSMUSG00000093593.1	Gm20683
ENSMUSG00000025733.17	Rhot2
ENSMUSG00000073434.11	Wdr90
ENSMUSG00000025731.15	Mettl26
ENSMUSG00000071192.5	Wfikkn1
ENSMUSG00000025730.14	Rab40c
ENSMUSG00000025728.15	Pigq
ENSMUSG00000090113.7	Nhlrc4
ENSMUSG00000025727.8	A930017K11Rik
ENSMUSG00000037326.10	Capn15
ENSMUSG00000037098.17	Rab11fip3
ENSMUSG00000036775.12	Decr2
ENSMUSG00000024177.8	Nme4
ENSMUSG00000024180.13	Tmem8
ENSMUSG00000024181.8	Mrpl28
ENSMUSG00000024182.16	Axin1
ENSMUSG00000024184.15	Pdia2
ENSMUSG00000073433.10	Arhgdig
ENSMUSG00000024186.15	Rgs11
ENSMUSG00000024187.14	Fam234a
ENSMUSG00000024188.15	Luc7l
ENSMUSG00000034413.14	Neurl1b
ENSMUSG00000024190.6	Dusp1
ENSMUSG00000001576.14	Ergic1
ENSMUSG00000048249.14	Crebrf
ENSMUSG00000024191.14	Bnip1
ENSMUSG00000015579.4	Nkx2-5
ENSMUSG00000067629.13	Syngap1
ENSMUSG00000079605.4	Zbtb9
ENSMUSG00000048731.14	Ggnbp1
ENSMUSG00000057789.13	Bak1
ENSMUSG00000042644.8	Itpr3
ENSMUSG00000024208.15	Uqcc2
ENSMUSG00000024210.2	Ip6k3
ENSMUSG00000063239.17	Grm4
ENSMUSG00000046711.16	Hmga1
ENSMUSG00000062753.14	AI413582
ENSMUSG00000024213.14	Nudt3
ENSMUSG00000117338.1	RPS10-NUDT3
ENSMUSG00000052146.16	Rps10
ENSMUSG00000040276.15	Pacsin1
ENSMUSG00000024215.14	Spdef
ENSMUSG00000056692.13	D17Wsu92e
ENSMUSG00000024217.10	Snrpc
ENSMUSG00000039512.12	Uhrf1bp1
ENSMUSG00000024218.13	Taf11
ENSMUSG00000024219.16	Anks1
ENSMUSG00000062859.15	Tcp11
ENSMUSG00000038677.14	Scube3
ENSMUSG00000024220.14	Zfp523
ENSMUSG00000002257.8	Def6
ENSMUSG00000002250.16	Ppard
ENSMUSG00000007570.16	Fance
ENSMUSG00000037805.15	Rpl10a
ENSMUSG00000002249.21	Tead3
ENSMUSG00000037446.14	Tulp1
ENSMUSG00000024222.17	Fkbp5
ENSMUSG00000024223.3	Armc12
ENSMUSG00000024224.5	Clpsl2
ENSMUSG00000024225.5	Clps
ENSMUSG00000062252.9	Lhfpl5
ENSMUSG00000004865.16	Srpk1
ENSMUSG00000036196.16	Slc26a8
ENSMUSG00000053436.15	Mapk14
ENSMUSG00000117145.1	AC170998.1
ENSMUSG00000004864.13	Mapk13
ENSMUSG00000063952.16	Brpf3
ENSMUSG00000043286.12	Pnpla1
ENSMUSG00000048905.5	4930539E08Rik
ENSMUSG00000045378.5	Pxt1
ENSMUSG00000005936.19	Kctd20
ENSMUSG00000024006.17	Stk38
ENSMUSG00000071172.13	Srsf3
ENSMUSG00000023067.14	Cdkn1a
ENSMUSG00000064147.7	Rab44
ENSMUSG00000024008.15	Cpne5
ENSMUSG00000024007.14	Ppil1
ENSMUSG00000052712.16	BC004004
ENSMUSG00000024011.16	Pi16
ENSMUSG00000024012.17	Mtch1
ENSMUSG00000024013.14	Fgd2
ENSMUSG00000024014.7	Pim1
ENSMUSG00000042203.7	Tbc1d22b
ENSMUSG00000090083.10	Rnf8
ENSMUSG00000098374.1	Gm28043
ENSMUSG00000024019.17	Cmtr1
ENSMUSG00000024018.17	Ccdc167
ENSMUSG00000043557.15	Mdga1
ENSMUSG00000044477.11	Zfand3
ENSMUSG00000024030.6	Abcg1
ENSMUSG00000024029.4	Tff3
ENSMUSG00000024028.7	Tff2
ENSMUSG00000024032.6	Tff1
ENSMUSG00000024034.12	Tmprss3
ENSMUSG00000042345.14	Ubash3a
ENSMUSG00000041119.11	Pde9a
ENSMUSG00000024037.12	Wdr4
ENSMUSG00000024038.16	Ndufv3
ENSMUSG00000006705.12	Pknox1
ENSMUSG00000024039.14	Cbs
ENSMUSG00000024041.9	Cryaa
ENSMUSG00000002076.11	Hsf2bp
ENSMUSG00000058392.12	Rrp1b
ENSMUSG00000038146.7	Notch3
ENSMUSG00000037577.12	Ephx3
ENSMUSG00000024002.17	Brd4
ENSMUSG00000024050.16	Wiz
ENSMUSG00000052142.15	Rasal3
ENSMUSG00000048440.15	Cyp4f16
ENSMUSG00000073424.9	Cyp4f15
ENSMUSG00000024298.14	Zfp871
ENSMUSG00000055202.10	Zfp811
ENSMUSG00000095253.4	Zfp799
ENSMUSG00000095325.2	Zfp870
ENSMUSG00000024055.14	Cyp4f13
ENSMUSG00000053600.7	Zfp472
ENSMUSG00000053390.15	Zfp952
ENSMUSG00000067430.7	Zfp763
ENSMUSG00000067424.12	Zfp563
ENSMUSG00000048602.8	Morc2b
ENSMUSG00000094891.2	Olfr55
ENSMUSG00000093884.2	Olfr239
ENSMUSG00000096169.3	Olfr1564
ENSMUSG00000054666.7	Olfr63
ENSMUSG00000003929.10	Zfp81
ENSMUSG00000055240.16	Zfp101
ENSMUSG00000092519.2	Actl9
ENSMUSG00000024299.16	Adamts10
ENSMUSG00000024300.16	Myo1f
ENSMUSG00000073423.9	Zfp414
ENSMUSG00000032739.16	Pram1
ENSMUSG00000059208.14	Hnrnpm
ENSMUSG00000079557.10	March2
ENSMUSG00000077450.12	Rab11b
ENSMUSG00000002289.15	Angptl4
ENSMUSG00000042099.15	Kank3
ENSMUSG00000067288.12	Rps28
ENSMUSG00000041881.12	Ndufa7
ENSMUSG00000002308.15	Cd320
ENSMUSG00000115113.1	CT030732.1
ENSMUSG00000079553.10	Kifc1
ENSMUSG00000092349.1	Platr17
ENSMUSG00000002307.15	Daxx
ENSMUSG00000024308.14	Tapbp
ENSMUSG00000051390.9	Zbtb22
ENSMUSG00000041354.15	Rgl2
ENSMUSG00000024309.14	Pfdn6
ENSMUSG00000024312.9	Wdr46
ENSMUSG00000067370.3	B3galt4
ENSMUSG00000008668.14	Rps18
ENSMUSG00000024319.17	Vps52
ENSMUSG00000061232.15	H2-K1
ENSMUSG00000024325.8	Ring1
ENSMUSG00000073422.10	H2-Ke6
ENSMUSG00000024327.15	Slc39a7
ENSMUSG00000039656.16	Rxrb
ENSMUSG00000024330.16	Col11a2
ENSMUSG00000024334.8	H2-Oa
ENSMUSG00000024335.19	Brd2
ENSMUSG00000037649.9	H2-DMa
ENSMUSG00000037548.14	H2-DMb2
ENSMUSG00000079547.3	H2-DMb1
ENSMUSG00000096727.2	Psmb9
ENSMUSG00000037321.17	Tap1
ENSMUSG00000024338.14	Psmb8
ENSMUSG00000024339.12	Tap2
ENSMUSG00000081512.1	Gm15821
ENSMUSG00000041538.15	H2-Ob
ENSMUSG00000073421.5	H2-Ab1
ENSMUSG00000036594.14	H2-Aa
ENSMUSG00000060586.10	H2-Eb1
ENSMUSG00000067341.5	H2-Eb2
ENSMUSG00000024340.14	Btnl2
ENSMUSG00000062638.10	Btnl1
ENSMUSG00000057246.15	BC051142
ENSMUSG00000058435.5	Btnl4
ENSMUSG00000092618.2	Btnl6
ENSMUSG00000015468.14	Notch4
ENSMUSG00000034786.17	Gpsm3
ENSMUSG00000034673.14	Pbx2
ENSMUSG00000015452.14	Ager
ENSMUSG00000015478.13	Rnf5
ENSMUSG00000034254.17	Agpat1
ENSMUSG00000015467.14	Egfl8
ENSMUSG00000015474.16	Ppt2
ENSMUSG00000015476.6	Prrt1
ENSMUSG00000033739.8	Fkbpl
ENSMUSG00000015461.15	Atf6b
ENSMUSG00000033327.16	Tnxb
ENSMUSG00000073418.4	C4b
ENSMUSG00000024365.9	Cyp21a1
ENSMUSG00000061207.11	Stk19
ENSMUSG00000040482.16	Dxo
ENSMUSG00000040356.16	Skiv2l
ENSMUSG00000024369.16	Nelfe
ENSMUSG00000090231.10	Cfb
ENSMUSG00000092511.7	Gm20547
ENSMUSG00000024371.14	C2
ENSMUSG00000049823.9	Zbtb12
ENSMUSG00000013787.15	Ehmt2
ENSMUSG00000007034.15	Slc44a4
ENSMUSG00000007038.5	Neu1
ENSMUSG00000090877.3	Hspa1b
ENSMUSG00000091971.3	Hspa1a
ENSMUSG00000092609.1	Gm20481
ENSMUSG00000007033.4	Hspa1l
ENSMUSG00000007050.17	Lsm2
ENSMUSG00000007029.16	Vars
ENSMUSG00000007030.8	Vwa7
ENSMUSG00000036185.9	Sapcd1
ENSMUSG00000007035.15	Msh5
ENSMUSG00000007041.9	Clic1
ENSMUSG00000007039.12	Ddah2
ENSMUSG00000073414.8	Mpig6b
ENSMUSG00000092586.8	Ly6g6c
ENSMUSG00000073413.9	Ly6g6d
ENSMUSG00000013766.11	Ly6g6e
ENSMUSG00000034923.9	Ly6g6f
ENSMUSG00000007036.15	Abhd16a
ENSMUSG00000034482.2	Ly6g5c
ENSMUSG00000043807.6	Ly6g5b
ENSMUSG00000024387.13	Csnk2b
ENSMUSG00000092417.3	Gpank1
ENSMUSG00000043311.7	D17H6S53E
ENSMUSG00000024391.7	Apom
ENSMUSG00000024392.17	Bag6
ENSMUSG00000024393.14	Prrc2a
ENSMUSG00000024397.14	Aif1
ENSMUSG00000073412.6	Lst1
ENSMUSG00000024399.5	Ltb
ENSMUSG00000024401.14	Tnf
ENSMUSG00000024402.5	Lta
ENSMUSG00000042419.8	Nfkbil1
ENSMUSG00000081650.1	Gm16181
ENSMUSG00000024403.16	Atp6v1g2
ENSMUSG00000019432.15	Ddx39b
ENSMUSG00000073411.11	H2-D1
ENSMUSG00000079507.10	H2-Q1
ENSMUSG00000091705.8	H2-Q2
ENSMUSG00000035929.11	H2-Q4
ENSMUSG00000073409.12	H2-Q6
ENSMUSG00000060550.15	H2-Q7
ENSMUSG00000067235.14	H2-Q10
ENSMUSG00000024406.16	Pou5f1
ENSMUSG00000050410.15	Tcf19
ENSMUSG00000040312.14	Cchcr1
ENSMUSG00000024409.8	Psors1c2
ENSMUSG00000039518.7	Cdsn
ENSMUSG00000039269.5	2300002M23Rik
ENSMUSG00000090509.2	Sfta2
ENSMUSG00000090588.2	Gm9573
ENSMUSG00000073408.2	Mucl3
ENSMUSG00000038838.15	Vars2
ENSMUSG00000001524.14	Gtf2h4
ENSMUSG00000003534.17	Ddr1
ENSMUSG00000003541.6	Ier3
ENSMUSG00000059714.13	Flot1
ENSMUSG00000001525.10	Tubb5
ENSMUSG00000061607.15	Mdc1
ENSMUSG00000059791.14	Nrm
ENSMUSG00000034595.17	Ppp1r18
ENSMUSG00000024422.14	Dhx16
ENSMUSG00000050705.15	2310061I04Rik
ENSMUSG00000024426.17	Atat1
ENSMUSG00000024436.16	Mrps18b
ENSMUSG00000039220.16	Ppp1r10
ENSMUSG00000038762.15	Abcf1
ENSMUSG00000038500.15	Prr3
ENSMUSG00000024429.9	Gnl1
ENSMUSG00000053835.17	H2-T24
ENSMUSG00000067212.8	H2-T23
ENSMUSG00000056116.18	H2-T22
ENSMUSG00000073407.1	Gm6034
ENSMUSG00000079492.2	Gm11127
ENSMUSG00000092243.8	Gm7030
ENSMUSG00000092277.1	Gm19684
ENSMUSG00000073402.11	Gm8909
ENSMUSG00000054128.16	H2-T3
ENSMUSG00000024446.13	Rpp21
ENSMUSG00000045409.16	Trim39
ENSMUSG00000023083.7	H2-M10.2
ENSMUSG00000024448.14	H2-M10.1
ENSMUSG00000058124.4	H2-M10.3
ENSMUSG00000048231.14	H2-M10.4
ENSMUSG00000037537.6	H2-M11
ENSMUSG00000067201.11	H2-M9
ENSMUSG00000037334.2	H2-M1
ENSMUSG00000037246.6	H2-M10.5
ENSMUSG00000037130.4	H2-M10.6
ENSMUSG00000024457.16	Trim26
ENSMUSG00000050747.14	Trim15
ENSMUSG00000073400.6	Trim10
ENSMUSG00000073399.9	Trim40
ENSMUSG00000058063.4	Trim31
ENSMUSG00000036492.12	Rnf39
ENSMUSG00000036398.13	Ppp1r11
ENSMUSG00000036315.13	Znrd1
ENSMUSG00000036214.14	Znrd1as
ENSMUSG00000064308.10	2410137M14Rik
ENSMUSG00000024459.18	H2-M5
ENSMUSG00000036036.15	Zfp57
ENSMUSG00000076439.12	Mog
ENSMUSG00000024462.17	Gabbr1
ENSMUSG00000056600.4	Olfr90
ENSMUSG00000095377.2	Olfr91
ENSMUSG00000096477.2	Olfr92
ENSMUSG00000091601.3	Olfr93
ENSMUSG00000035186.6	Ubd
ENSMUSG00000043827.9	Olfr94
ENSMUSG00000049561.9	Olfr95
ENSMUSG00000064121.4	Olfr96
ENSMUSG00000058802.5	Olfr97
ENSMUSG00000063660.4	Olfr98
ENSMUSG00000016206.6	H2-M3
ENSMUSG00000061972.3	Olfr99
ENSMUSG00000092077.2	Olfr101
ENSMUSG00000091531.2	Olfr102
ENSMUSG00000049618.6	Olfr103
ENSMUSG00000095858.4	Olfr104-ps
ENSMUSG00000094884.3	Olfr105-ps
ENSMUSG00000095603.4	Olfr106-ps
ENSMUSG00000063188.4	Olfr107
ENSMUSG00000059687.4	Olfr108
ENSMUSG00000029184.5	Olfr109
ENSMUSG00000016283.13	H2-M2
ENSMUSG00000090894.4	Olfr110
ENSMUSG00000090675.2	Olfr111
ENSMUSG00000051611.9	Olfr112
ENSMUSG00000092292.3	Olfr113
ENSMUSG00000062629.4	Olfr114
ENSMUSG00000092413.5	Olfr115
ENSMUSG00000061336.3	Olfr116
ENSMUSG00000095286.3	Olfr117
ENSMUSG00000080990.2	Olfr118
ENSMUSG00000059964.9	Olfr119
ENSMUSG00000063994.5	Olfr120
ENSMUSG00000060017.8	Olfr121
ENSMUSG00000083947.5	Olfr122
ENSMUSG00000045202.6	Olfr123
ENSMUSG00000044985.6	Olfr124
ENSMUSG00000050613.5	Olfr125
ENSMUSG00000109212.3	Olfr126
ENSMUSG00000058114.3	Olfr127
ENSMUSG00000059030.5	Olfr128
ENSMUSG00000109376.1	Olfr761
ENSMUSG00000081724.4	Olfr129
ENSMUSG00000094878.2	Olfr130
ENSMUSG00000043312.6	Olfr131
ENSMUSG00000067186.2	Olfr132
ENSMUSG00000063240.6	Olfr133
ENSMUSG00000096009.2	Olfr134
ENSMUSG00000057801.3	Olfr135
ENSMUSG00000057443.13	Olfr138
ENSMUSG00000054940.6	Olfr137
ENSMUSG00000096840.3	Olfr136
ENSMUSG00000092322.8	Esp36
ENSMUSG00000092244.3	Esp34
ENSMUSG00000092342.2	Esp31
ENSMUSG00000095625.2	Esp24
ENSMUSG00000096697.1	Esp23
ENSMUSG00000117311.1	Esp22
ENSMUSG00000094024.1	Esp18
ENSMUSG00000096345.1	Esp16
ENSMUSG00000095104.2	Esp15
ENSMUSG00000095886.2	Esp38
ENSMUSG00000117136.1	AC192777.2
ENSMUSG00000031233.6	Pgk2
ENSMUSG00000025433.7	Crisp3
ENSMUSG00000025431.4	Crisp1
ENSMUSG00000090747.3	Esp8
ENSMUSG00000092043.2	Esp6
ENSMUSG00000090897.2	Gm44501
ENSMUSG00000117190.1	Esp5
ENSMUSG00000095540.1	Esp4
ENSMUSG00000093957.1	Esp3
ENSMUSG00000073396.5	Esp1
ENSMUSG00000023930.14	Crisp2
ENSMUSG00000023926.8	Rhag
ENSMUSG00000054951.3	9130008F23Rik
ENSMUSG00000091043.2	Glyatl3
ENSMUSG00000023919.7	Cenpq
ENSMUSG00000023921.9	Mut
ENSMUSG00000042256.5	Ptchd4
ENSMUSG00000043972.8	Opn5
ENSMUSG00000023918.12	Adgrf4
ENSMUSG00000057899.6	Adgrf2
ENSMUSG00000061665.7	Cd2ap
ENSMUSG00000023915.5	Tnfrsf21
ENSMUSG00000041293.5	Adgrf1
ENSMUSG00000056492.6	Adgrf5
ENSMUSG00000023914.16	Mep1a
ENSMUSG00000096140.2	Ankrd66
